launch_id,name,model,operator,object_id
410,"Sirius XM 5 (SXM-5, XM-5)",LS-1300,XM Satellite Radio Holdings Inc./Sirius Satellite Radio,410
411,"ViaSat 1 (VS-1, VIASAT-IOM)",LS-1300,ViaSat Inc,411
412,MexSat Bicentenario (Mexsat 3),GEOStar-2,Mexican Secretary of Communication and Transportation (SCT),412
413,"Eutelsat 115 West B (E115WB, Satmex 7)",BSS-702SP,Eutelsat Communications S.A.,413
414,"Eutelsat 115 West A (E115WA, Satmex 5)",HS-601HP,Eutelsat Communications S.A.,414
415,Solidaridad 2 (Satmex 4),HS-601,Satellites Mexicanos S.A. de C.V. (Eutelsat),415
416,"Eutelsat 113 West A (E113WA, Satmex 6)",LS-1300SX,Eutelsat Communications S.A.,416
417,"MexSat 1 (Mexsat Centenario, MexSat-G1)",BSS-702HP,Mexican Secretary of Communication and Transportation (SCT),417
418,MexSat 2 (Morelos 3),BSS-702HP,Mexican Secretary of Communication and Transportation (SCT),418
419,"Echostar T1 (TerreStar 1, CANSAT-24)",LS-1300S,EchoStar Corporation,419
420,"Wildblue 1 (KaStar 1, iSky 1, WB-1)",LS-1300,ViaSat Inc,420
421,"Anik F4 (AMC 11, GE 11)",A2100A,Telesat Canada Ltd.,421
422,Anik F2 (CANSAT KA-4),BSS-702,Telesat Canada Ltd.,422
423,Echostar 10 (Echostar X),A2100AXS,EchoStar Corporation,423
424,"Directv 5 (AT&T T5, Tempo 1)",LS-1300,AT&T,424
425,Echostar 11 (Echostar XI),LS-1300,EchoStar Corporation,425
426,Echostar 23 (Echostar XXIII),LS-1300,EchoStar Corporation,426
427,Directv 6 (Tempo 2),LS-1300,"DirecTV, Inc.",427
428,Anik F1,BSS-702,Telesat Canada Ltd.,428
429,Telstar 12 (ORION 2),LS-1300,Telesat Canada Ltd.,429
430,Anik F1R,Eurostar-3000S,Telesat Canada Ltd.,430
431,Skyterra 2 (MSV 2),BSS-702,LightSquared / Skyterra Communications Inc.,431
432,"Echostar 17 (Jupiter 1, Spaceway 4)",LS-1300,EchoStar Corporation,432
433,Anik G1,LS-1300,Telesat Canada Ltd.,433
434,AMSC 1 (MSAT 2),HS-601,LightSquared / Skyterra Communications Inc.,434
435,AMC 15,A2100AXS,SES S.A.,435
436,SES 11 (Echostar 105),Eurostar-3000,SES S.A.,436
437,"Hylas 1 (HylasOne, Hylas One)",I-2K (I-2000) Bus,Avanti Communications Ltd,437
438,"Directv 12 (AT&T T12, RB-2A)",BSS-702,AT&T,438
439,"SES 3 (OS-2, AMC 1R)",GEOStar-2,SES S.A.,439
440,Directv 15 (AT&T T15),Eurostar-3000,AT&T,440
441,SES 20,BSS-702SP,SES S.A.,441
442,SES 18,GEOStar-3,SES S.A.,442
443,Directv 10 (AT&T T10),BSS-702,AT&T,443
444,Directv 4S (USABSS-13),BSS-601HP,"DirecTV, Inc.",444
445,"Directv 9S (AT&T T9S, USABSS-21)",LS-1300,AT&T,445
446,"SES 1 (AMC 4R, AMC 4R, AMC 5RR, OS-1)",GEOStar-2,SES S.A.,446
447,Skyterra 1,BSS-702,LightSquared / Skyterra Communications Inc.,447
448,Directv 16 (AT&T T16),Eurostar-3000,AT&T,448
449,Galaxy 16 (G-16),LS-1300,Intelsat,449
450,Directv 11 (AT&T T11),BSS-702,AT&T,450
451,"Directv 14 (AT&T T14, Directv BSS-99W, RB-1)",LS-1300,AT&T,451
452,"Inmarsat-4F3 (Inmarsat 4-F3, I4F3, PAC-E)",Eurostar-3000GM,Inmarsat plc,452
453,"Inmarsat-2F2 (Inmarsat 2F2, I2F2)",Eurostar-1000,Inmarsat plc,453
454,"Galaxy 19 (G-19, Intelsat Americas-9, IA-9)",LS-1300,Intelsat,454
455,"Echostar 19 (Jupiter 2, Spaceway 5, Echostar 97)",LS-1300,EchoStar Corporation,455
456,"Echostar 6 (Sky 1B, MCI 2)",LS-1300,EchoStar Corporation,456
457,Galaxy 3C (G-3C),BSS-702,Intelsat,457
458,"Jupiter 3 (Echostar XXIV, Echostar 24, HNS 95W)",LS-1300,EchoStar Corporation,458
459,Spaceway 3 (Spaceway F3),BSS-702,EchoStar Corporation,459
460,"Intelsat 30 (ISDLA-1, DLA 1)",LS-1300,Intelsat,460
461,Intelsat 31 (DLA 2),LS-1300,Intelsat,461
462,"Echostar G1 (ICO G1, DBSD G1)",LS-1300,EchoStar Corporation,462
463,Galaxy 11 (G-11),BSS-702,Intelsat,463
464,Skynet 4D,ECS Bus,Paradigm Secure Communications Ltd (EADS Company),464
465,Galaxy 35 (Galaxy 3CR),LS-1300,Intelsat,465
466,Brasilsat B4,HS-376W,Star One (EMBRATEL),466
467,Star One C1,Spacebus-3000B3,Star One (EMBRATEL),467
468,"Nimiq 4i (Directv 2, DBS 2)",HS-601,Telesat Canada Ltd.,468
469,Nimiq 6,LS-1300,Telesat Canada Ltd.,469
470,Intelsat 40E (TEMPO),LS-1300,Intelsat,470
471,Galaxy 32 (Galaxy 17R),LS-1300,Intelsat,471
472,Echostar 3,A2100AX,EchoStar Corporation,472
473,"Galaxy 28 (G-28, Telstar 8, Intelsat Americas 8, IA 8)",LS-1300S,Intelsat,473
474,Viasat 3 Americas (VS-3 Americas),BSS-702HP,ViaSat Inc,474
475,Galaxy 36 (Galaxy 28R),LS-1300,Intelsat,475
476,Astra 3A,BSS-376HP,SES S.A.,476
477,"SES 2 (AMC 5R, AMC 26)",GEOStar-2,SES S.A.,477
478,"Tupac Katari 1 (TKSat 1, Tupac Katari Sat 1)",DFH-4 Bus,Bolivian Space Agency (ABE),478
479,Sirius FM-5 (Radiosat 5),LS-1300,XM Satellite Radio Holdings Inc./Sirius Satellite Radio,479
480,Nimiq 2 (Telesat-DTH 2),A2100AX,Telesat Canada Ltd.,480
481,Nimiq 1 (Telesat-DTH 1),A2100AX,Telesat Canada Ltd.,481
482,"Echostar 12 (Rainbow 1, Cablevision 1)",A2100AXS,EchoStar Corporation,482
483,AMC 2 (GE 2),A2100A,SES S.A.,483
484,AMC 16 (GE 16),A2100AXS,SES S.A.,484
485,Galaxy 17 (G-17),Spacebus-3000B3,Intelsat,485
486,Sirius XM7 (SXM-7),LS-1300,XM Satellite Radio Holdings Inc./Sirius Satellite Radio,486
487,Sirius XM8 (SXM-8),LS-1300,XM Satellite Radio Holdings Inc./Sirius Satellite Radio,487
488,"Sirius XM9 (SXM9, SXM-9)",LS-1300,XM Satellite Radio Holdings Inc./Sirius Satellite Radio,488
489,XM 3 (XM Rhythm),BSS-702,XM Satellite Radio Holdings Inc./Sirius Satellite Radio,489
490,"Hispasat 84W-1 (H84W-1, Hispasat 1C, DFS 3)",Spacebus-3000B2,Hispasat,490
491,"Star One D1 (Hispasat 84W-2, H84W-2)",LS-1300,Star One (EMBRATEL),491
492,"Nuview Alpha (Anuvu Alpha, AstranisAero West)",MicroGEO,Astranis Space Technologies Corp.,492
493,"Nuview Bravo (Anuvu Bravo, AstranisAero East)",MicroGEO,Astranis Space Technologies Corp.,493
494,AMC 9,Spacebus-3000B3,SES S.A.,494
495,AMC 18 (GE 18),A2100A,SES S.A.,495
496,"Nimiq 3 (DirecTV-3, DBS-3, Nimiq 2i)",HS-601,Telesat Canada Ltd.,496
497,Nimiq 4,Eurostar-3000S,Telesat Canada Ltd.,497
498,"AMC 5 (GE 5, Nahuel 1B)",Spacebus-2000,SES S.A.,498
499,"Intelsat 3R (IS 3R, PAS 3R)",HS-601,Intelsat,499
500,Galaxy 9 (G-9),HS-376,Intelsat,500
501,ARSAT 2,ARSat-Bus,ARSAT (Empresa Argentina de Soluciones Satelitales Sociedad Anonima),501
502,ARSAT SG1 (ARSAT 3),ARSat-Bus,ARSAT (Empresa Argentina de Soluciones Satelitales Sociedad Anonima),502
503,"Intelsat 603 (IS-603, Intelsar 6 III, Intelsat 6 3)",HS-389,Intelsat,503
504,SatCom C3,AS-3000,SES S.A.,504
505,"Sky-Mexico 1 (RB-2, SKYM-1, DIRECTV KU-79W)",GEOStar-2,"DirecTV, Inc.",505
506,Venesat 1 (Simon Bolivar 1),DFH-4 Bus,Venesat,506
507,Galaxy 4R (G-4R),HS-601HP,Intelsat,507
508,QuetzSat 1,LS-1300,SES S.A.,508
509,Echostar 1 (USABSS-16),AS-7000,EchoStar Corporation,509
510,Echostar 8,LS-1300,EchoStar Corporation,510
511,Echostar 4,A2100AX,EchoStar Corporation,511
512,XM 4 (XM Blues),BSS-702,XM Satellite Radio Holdings Inc./Sirius Satellite Radio,512
513,"Intelsat 16 (IS-16, PAS-11R)",GEOStar-2,Intelsat,513
514,Star One C3,GEOStar-2,Star One (EMBRATEL),514
515,SGDC 1,Spacebus-4000C4,Visiona Tecnologia Espacial S.A.,515
516,"Hispasat 74W-1 (Amazonas 4, AMZ4, Amazonas 4A)",GEOStar-2,Hispasat,516
517,Horizons 2,GEOStar-2,SKY Perfect JSAT Corporation/Intelsat,517
518,Astra 1D,HS-601,SES S.A.,518
519,Nimiq 5 (EchoStar-72W),LS-1300,Telesat Canada Ltd.,519
520,Hylas 2,GEOStar-2,Avanti Communications Ltd,520
521,ARSAT 1,ARSat-Bus,ARSAT (Empresa Argentina de Soluciones Satelitales Sociedad Anonima),521
522,Nahuel 1,Spacebus-2000,ARSAT (Empresa Argentina de Soluciones Satelitales Sociedad Anonima),522
523,Astra 2C,BSS-601HP,SES S.A.,523
524,"AMC 3 (GE 3, Eagle-1)",A2100A,SES S.A.,524
525,"Star One C4 (Hispasat 70W-1, H70W-1)",LS-1300,Star One (EMBRATEL),525
526,Viasat 2 (VS-2),BSS-702HP,ViaSat Inc,526
527,Star One D2,LS-1300,Star One (EMBRATEL),527
528,Brasilsat B1,HS-376W,Star One (EMBRATEL),528
529,Brasilsat B2,HS-376W,Star One (EMBRATEL),529
530,Astra 1H,BSS-601HP,SES S.A.,530
531,SES 10 (Simón Bolivar 2),Eurostar-3000,SES S.A.,531
532,SES 17,Spacebus NEO,SES S.A.,532
533,Eutelsat 65 West A (E65WA),LS-1300,Eutelsat Communications S.A.,533
534,Brasilsat B3,HS-376W,Star One (EMBRATEL),534
535,Star One C2,Spacebus-3000B3,Star One (EMBRATEL),535
536,Telstar 14 (Estrela do Sul 1),LS-1300,Telesat Canada Ltd.,536
537,Telstar 19V (Telstar 19 VANTAGE),LS-1300,Telesat Canada Ltd.,537
538,"Telstar 14R (Estrela do Sul 2, EDS 2)",LS-1300,Telesat Canada Ltd.,538
539,Amazonas 2 (AMZ2),Eurostar-3000,Hispasat,539
540,Amazonas 3 (AMZ3),LS-1300,Hispasat,540
541,Echostar 16 (Echostar XVI),LS-1300,EchoStar Corporation,541
542,Amazonas 5 (AMZ5),LS-1300,Hispasat,542
543,"Echostar 18 (EchoStar XVIII, USABSS-41)",LS-1300,EchoStar Corporation,543
544,"Amazonas Nexus (Amazonas Nexus 6, AMZ-NX, Intelsat 46, IS-46)",Spacebus NEO,Hispasat,544
545,"Intelsat 21 (IS-21, PAS-21)",BSS-702MP,Intelsat,545
546,"Inmarsat-3F2 (Inmarsat 3F2, I3F2, AOR-E)",AS-4000,Inmarsat plc,546
547,Intelsat 27 (IS-27),BSS-702MP,Intelsat,547
548,"Inmarsat GX2 (Inmarsat 5F2, I5-AOR, GX2)",BSS-702HP,Inmarsat plc,548
549,"Intelsat 34 (IS-34, Hispasat 55W-2, H55W-2)",LS-1300,Intelsat,549
550,"Inmarsat-3F4 (Inmarsat 3 F4, I3F4, AOR-W)",AS-4000,Inmarsat plc,550
551,"Inmarsat-3F5 (Inmarsat 3F5, I3F5, IND-W)",AS-4000,Inmarsat plc,551
552,Intelsat 23 (IS-23),GEOStar-2,Intelsat,552
553,"Intelsat 707 (IS-707, Intelsat 7-F7)",LS-1300,Intelsat,553
554,Intelsat 902 (IS-902),LS-1300,Intelsat,554
555,Intelsat 29E (IS-29E),BSS-702MP,Intelsat,555
556,AOneSat 1,Express-1000,AOneSat Communications AG,556
557,SES 14,Eurostar-3000EOR,SES S.A.,557
558,NSS 703 (Intelsat 703),LS-1300,SES S.A.,558
559,NSS 806 (Intelsat 806),AS-7000,SES S.A.,559
560,"Intelsat 14 (IS-14, PAS 14)",LS-1300,Intelsat,560
561,"Intelsat 11 (IS-11, PAS-11)",GEOStar-2,Intelsat,561
562,"Intelsat 32e (IS-32e, SKY Brasil-1, Sky-B1)",Eurostar-3000,Intelsat,562
563,SES 6,Eurostar-3000,SES S.A.,563
564,XM 1 (XM Roll),BSS-702,XM Satellite Radio Holdings Inc./Sirius Satellite Radio,564
565,Telstar 11N (Telstar 11R),LS-1300,Telesat Canada Ltd.,565
566,"NSS 10 (AMC 12, Star One C12, Worldsat 2, GE 1i)",Spacebus-4000C3,SES S.A.,566
567,Hispasat 55W-1 (Amazonas 1),Eurostar-3000S,Hispasat,567
568,"Hispasat 36W-1 (H36W-1, Hispasat AG1, HAG1, Hispasat Advanced Generation 1, Hispasat 2A)",SmallGEO (Luxor) bus,Hispasat,568
569,Skynet 4F,ECS Bus,Paradigm Secure Communications Ltd (EADS Company),569
570,"Hylas 4 (Hylas Africa, Hylas 5)",GEOStar-3,Avanti Communications Ltd,570
571,Intelsat 35e,BSS-702MP,Intelsat,571
572,Intelsat 28 (Intelsat New Dawn),GEOStar-2,Intelsat,572
573,Intelsat 903 (IS-903),LS-1300,Intelsat,573
574,"Intelsat 25 (Protostar 1, Protostar I, Chinasat 8, Zhongxing 8, IS-25)",LS-1300,Intelsat,574
575,"Hispasat 30W-5 (H30W-5, Hispasat 1E)",LS-1300,Hispasat,575
576,"Hispasat 30W-6 (H30W-6, Hispasat 1F)",LS-1300,Hispasat,576
577,XTAR-LANT (Spainsat 1),LS-1300,XTAR LLC,577
578,"Intelsat 705 (IS-705, Intelsat 7-F5)",LS-1300,Intelsat,578
579,Intelsat 801 (IS-801),AS-7000,Intelsat,579
580,"Intelsat 701 (IS-701, Intelsat 7-F1)",LS-1300,Intelsat,580
581,Intelsat 904 (IS-904),LS-1300,Intelsat,581
582,"Inmarsat-6 F2 (Inmarsat GX 6B, I6-F2, GX6B)",Eurostar-3000EOR,Inmarsat plc,582
583,"Intelsat 901 (IS-901, IS-901)",LS-1300,Intelsat,583
584,Intelsat 907 (IS-907),LS-1300,Intelsat,584
585,XM 2 (XM Rock),BSS-702,XM Satellite Radio Holdings Inc./Sirius Satellite Radio,585
586,AlComSat 1,DFH-4 Bus,Agence Spatiale Algerienne (ASAL),586
587,SES 4 (NSS 14),LS-1300,SES S.A.,587
588,Al Yah 3,GEOStar-2,Al Yah Satellite Communications Company PrJSC (Yahsat),588
589,NSS 7,A2100AX,SES S.A.,589
590,Arcturus (Aurora 4A),MicroGEO,Astranis Space Technologies Corp.,590
591,Skynet 5C,Eurostar-3000S,Paradigm Secure Communications Ltd (EADS Company),591
592,Intelsat 37e,BSS-702MP,Intelsat,592
593,"Intelsat 7 (IS-7, PAS-7)",LS-1300,Intelsat,593
594,"Eutelsat Hot Bird 13E (HB13E, Eutelsat 9A, E9A, Eurobird 9A, Hot Bird 7A, Hotbird 7A)",Spacebus-3000B3,Eutelsat Communications S.A.,594
595,"ABS-3 (Agila 2, Mabuhay 1, ABS 5)",LS-1300,ABS,595
596,"Luch 5B (Loutch-5B, Луч-5Б)",Express-1000A,Roscosmos (Russian Federal Space Agency),596
597,Telstar 12V (Telstar 12 Vantage),Eurostar-3000,Telesat Canada Ltd.,597
598,Express AM8,Express-1000SN,Russian Satellite Communications Company,598
599,"Eutelsat 12 West G (E12WG, Eutelsat Hot Bird 13C, HB13C, HB9, Hotbird 9, Hot Bird 9)",Eurostar-3000,Eutelsat Communications S.A.,599
600,"Eutelsat 12 West E (E12WE, Afghansat 1, E48D, E48B, W2M, Eutelsat W2M, Eutelsat 28B)",I-3K (I-3000) Bus,Eutelsat Communications S.A.,600
601,"Eutelsat 12 West B (E12WB, E8WA, AB2, Atlantic Bird 2, Eutelsat 8 West A)",Spacebus-3000B2,Eutelsat Communications S.A.,601
602,Express A3 (Ekspress 3A),MSS-2500-GSO,Russian Satellite Communications Company,602
603,Express AM44 (Ekspress AM-44),MSS-2500-GSO,Russian Satellite Communications Company,603
604,"HellasSat 2 (HS 2, Hellas Sat 2, Intelsat K-TV, NSS K-TV)",Eurostar-2000+,Hellas-Sat (Arabsat subsidiary),604
605,"Eutelsat 8 West D (E8WD, Eutelsat 3A, E3A, XINNUO 3, Sinosat 3, ChinaSat 5C)",DFH-3 Bus,Eutelsat Communications S.A.,605
606,Telecom 2D,Eurostar-2000,Eutelsat Communications S.A.,606
607,Eutelsat 8 West B,Spacebus-4000C3,Eutelsat Communications S.A.,607
608,Nilesat 201,Spacebus-4000B2,Nilesat (The Egyptian Satellite Co.),608
609,"Eutelsat 7 West A (E7WA, AB7, Atlantic Bird 7, Nilebird, Atlantic Bird 4R, Nilesat 104)",Eurostar-3000,Eutelsat Communications S.A.,609
610,Kizuna (WINDS),WINDS,JAXA (Japan Aerospace Exploration Agency),610
611,Nilesat 101,Eurostar-2000,Nilesat (The Egyptian Satellite Co.),611
612,Nilesat 102,Eurostar-2000,Nilesat (The Egyptian Satellite Co.),612
613,Nilesat 301,Spacebus-4000B2,Nilesat (The Egyptian Satellite Co.),613
614,Eutelsat 5 West B (E5WB),GEOStar-2,Eutelsat Communications S.A.,614
615,"Eutelsat 5 West A (E5WA, AB3, Atlantic Bird 3, Stellat 5)",Spacebus-3000B3,Eutelsat Communications S.A.,615
616,Amos 2,Amos Bus,Spacecom Satellite Communications,616
617,Thor 3,HS-376HP,Space Norway AS,617
618,Amos 3 (Amos 60),Amos Bus,Spacecom Satellite Communications,618
619,Amos 6,Amos Bus,Spacecom Satellite Communications,619
620,Amos 8,Amos Bus,Spacecom Satellite Communications,620
621,Dror 1 (PR-8000),Amos 4000,Government of Israel,621
622,ABS-3A,BSS-702SP,ABS,622
623,"Thor 6 (Intelsat 1W, IS-1W)",Spacebus-4000B2,Space Norway AS,623
624,Thor 7,LS-1300,Space Norway AS,624
625,Skynet 4E,ECS Bus,Paradigm Secure Communications Ltd (EADS Company),625
626,"Intelsat 10-02 + MEV2 (Intelsat 1002, Intelsat Alpha-2, Intelsat X-02, IS-1002, MEV 2)",Eurostar-3000,Intelsat,626
627,Thor 5 (Thor 2R),GEOStar-2,Space Norway AS,627
